0.609,0.241
0.629,0.222
0.620,0.233
0.564,0.207
0.645,0.247
0.493,0.189
0.606,0.226
0.660,0.240
0.630,0.215
0.672,0.231
0.778,0.263
0.616,0.220
0.727,0.271
0.810,0.284
0.778,0.279
0.823,0.272
0.755,0.268
0.710,0.278
0.701,0.238
0.803,0.255
0.855,0.308
0.838,0.281
0.830,0.288
0.864,0.306
0.635,0.236
0.565,0.204
0.562,0.216
0.580,0.225
0.596,0.220
0.597,0.219
0.636,0.201
0.559,0.213
0.615,0.228
0.740,0.234
0.677,0.237
0.675,0.217
0.629,0.211
0.692,0.238
0.710,0.221
0.730,0.281
0.763,0.292
0.686,0.251
0.717,0.231
0.737,0.275
0.816,0.275
